,0,Duygu
0,0.10129998319892473,insankonusma
0,0.10479249193075117,insankonusma
0,0.09039851085680752,insankonusma
0,0.15078871417197454,insankonusma
0,0.11978576343911918,insankonusma
0,0.12066322244623656,insankonusma
0,0.1674480827487245,insankonusma
0,0.1283905652104592,insankonusma
0,0.10948696257961783,insankonusma
0,0.0956838144420904,insankonusma
0,0.1484375,insankonusma
0,0.11561383928571428,insankonusma
0,0.13665771484375,insankonusma
0,0.09481624681122448,insankonusma
0,0.11223196476063829,insankonusma
0,0.13352481617647058,insankonusma
0,0.11938036669481981,insankonusma
0,0.14310257523148148,insankonusma
0,0.07131361295391062,insankonusma
0,0.07659983915441176,insankonusma
0,0.08376242897727272,insankonusma
0,0.05094898020038168,insankonusma
0,0.13323851719798657,insankonusma
0,0.0741529143258427,insankonusma
0,0.10238729940878379,insankonusma
0,0.07321761988993711,insankonusma
0,0.08390189505912163,insankonusma
0,0.09308757648601398,insankonusma
0,0.10802176339285714,insankonusma
0,0.05400120607718894,insankonusma
0,0.07300482855902778,insankonusma
0,0.06889518805309734,insankonusma
0,0.042073567708333336,insankonusma
0,0.03810429393796992,insankonusma
0,0.04727301076680672,insankonusma
0,0.05784050993217054,insankonusma
0,0.08289971970419847,insankonusma
0,0.08892179790296052,insankonusma
0,0.07261997767857142,insankonusma
0,0.06348431299603174,insankonusma
0,0.10086669921875,insankonusma
0,0.10014356303418803,insankonusma
0,0.07709367698598131,insankonusma
0,0.06595835291353383,insankonusma
0,0.04331695056352459,insankonusma
0,0.08782132056451612,insankonusma
0,0.05462025168413174,insankonusma
0,0.08772369123931624,insankonusma
0,0.10758257515822785,insankonusma
0,0.058152290239726026,insankonusma
0,0.06739450785928144,insankonusma
0,0.07656495676100629,insankonusma
0,0.05849539118705036,insankonusma
0,0.047715407151442304,insankonusma
0,0.0697839481314433,insankonusma
0,0.06872209821428571,insankonusma
0,0.09846159699675325,insankonusma
0,0.17177886172279794,insankonusma
0,0.30642892263986016,insankonusma
0,0.22093939012096775,insankonusma
0,0.2549820784684066,insankonusma
0,0.35922031988770686,insankonusma
0,0.2285183376736111,insankonusma
0,0.1578937949934555,insankonusma
0,0.16242532169117646,insankonusma
0,0.16645471373600745,insankonusma
0,0.1996954514575099,insankonusma
0,0.11612541931497175,insankonusma
0,0.16575641396604937,insankonusma
0,0.26611772017045454,insankonusma
0,0.22284952799479166,insankonusma
0,0.14166981686827956,insankonusma
0,0.18807847332802546,insankonusma
0,0.21437273121843434,insankonusma
0,0.20079210069444445,insankonusma
0,0.15377742686170212,insankonusma
0,0.15383982103924418,insankonusma
0,0.08477414534395973,insankonusma
0,0.12460536172945205,insankonusma
0,0.1761962890625,insankonusma
0,0.19362386067708334,insankonusma
0,0.1439178466796875,insankonusma
0,0.22230246538173654,insankonusma
0,0.2472992805437853,insankonusma
0,0.1938797151199495,insankonusma
0,0.20163845486111112,insankonusma
0,0.06842132112873134,insankonusma
0,0.18385018547661872,insankonusma
0,0.20583567899816177,insankonusma
0,0.11160004210329341,insankonusma
0,0.23013449035234898,insankonusma
0,0.13870773746468926,insankonusma
0,0.1888214111328125,insankonusma
0,0.1556799376539409,insankonusma
0,0.22130166330645162,insankonusma
0,0.18089778954383887,insankonusma
0,0.16435999586092714,insankonusma
0,0.16624472378554503,insankonusma
0,0.22546780493951613,insankonusma
0,0.08064867102581522,insankonusma
0,0.08298424030172413,insankonusma
0,0.09355653007075472,insankonusma
0,0.10214297421328672,insankonusma
0,0.08436802455357142,insankonusma
0,0.118988037109375,insankonusma
0,0.0591932852056962,insankonusma
0,0.09757050304878048,insankonusma
0,0.08825501399253731,insankonusma
0,0.10075004862551867,insankonusma
0,0.07947867257254464,insankonusma
0,0.1072644685444079,insankonusma
0,0.0781103515625,insankonusma
0,0.07338841076203209,insankonusma
0,0.06144287109375,insankonusma
0,0.06782816792582418,insankonusma
0,0.11344240686576355,insankonusma
0,0.08166897681451613,insankonusma
0,0.08859266993087557,insankonusma
0,0.08301803828534031,insankonusma
0,0.2011004888523392,insankonusma
0,0.14242632772020725,insankonusma
0,0.09061879960317461,insankonusma
0,0.0708545749470339,insankonusma
0,0.19324716129658384,insankonusma
0,0.20884789887422361,insankonusma
0,0.26493013822115385,insankonusma
0,0.2796732584635417,insankonusma
0,0.22299268769054878,insankonusma
0,0.239501953125,insankonusma
0,0.16502902932363014,insankonusma
0,0.35491746471774194,insankonusma
0,0.17388204562883436,insankonusma
0,0.2085023138933121,insankonusma
0,0.23535911324097938,insankonusma
0,0.19276053950471697,insankonusma
0,0.1828714404585799,insankonusma
0,0.18410251857517482,insankonusma
0,0.25078507965686275,insankonusma
0,0.23644578313253012,insankonusma
0,0.2575180403148855,insankonusma
0,0.1569839196702454,insankonusma
0,0.1982782673953202,insankonusma
0,0.20045841550364077,insankonusma
0,0.22765365911989796,insankonusma
0,0.22448586856617647,insankonusma
0,0.07853658785994765,insankonusma
0,0.1903060719936709,insankonusma
0,0.15427291027607362,insankonusma
0,0.2360974409448819,insankonusma
0,0.17192826704545455,insankonusma
0,0.20582881590136054,insankonusma
0,0.1701511783494475,insankonusma
0,0.058108307594476744,insankonusma
0,0.17022705078125,insankonusma
0,0.23183009935461957,insankonusma
0,0.20043478801751594,insankonusma
0,0.19092098283179013,insankonusma
0,0.06080556705298013,insankonusma
0,0.2521750710227273,insankonusma
0,0.17511380103326613,insankonusma
0,0.0807201244212963,insankonusma
0,0.31099047691993464,insankonusma
0,0.0987852060111465,insankonusma
0,0.14863156049679488,insankonusma
0,0.19019180689102563,insankonusma
0,0.1698699951171875,insankonusma
0,0.178955078125,insankonusma
0,0.283983935106982,insankonusma
0,0.2321466023489933,insankonusma
0,0.2027347752305328,insankonusma
0,0.1661615481321839,insankonusma
0,0.23924920842511013,insankonusma
0,0.23760591573383086,insankonusma
0,0.3648684700031328,insankonusma
0,0.10810788997933884,insankonusma
0,0.15490311183286518,insankonusma
0,0.11548879523026316,insankonusma
0,0.1979178546989051,insankonusma
0,0.1721976902173913,insankonusma
0,0.13124606753355705,insankonusma
0,0.08925217848557693,insankonusma
0,0.1525377690397351,insankonusma
0,0.1421585823725728,insankonusma
0,0.14074309593023257,insankonusma
0,0.15247691761363635,insankonusma
0,0.11649206912878787,insankonusma
0,0.1527946627869898,insankonusma
0,0.10963792067307693,insankonusma
0,0.12778355953467152,insankonusma
0,0.06622184591090426,insankonusma
