,0,Duygu
0,0.24530231783175355,insankonusma
0,0.10828765099789917,insankonusma
0,0.241357146009887,insankonusma
0,0.29870851247902686,insankonusma
0,0.0841712769138756,insankonusma
0,0.06700303819444445,insankonusma
0,0.1540328414351852,insankonusma
0,0.26157363830321284,insankonusma
0,0.19583597269144143,insankonusma
0,0.22311905570652174,insankonusma
0,0.22348405297939067,insankonusma
0,0.12080640753600823,insankonusma
0,0.14186225503177965,insankonusma
0,0.27887680951286764,insankonusma
0,0.1911181640625,insankonusma
0,0.17156915350274726,insankonusma
0,0.13628258865870788,insankonusma
0,0.21832570043103447,insankonusma
0,0.2100094958563536,insankonusma
0,0.21833709102348994,insankonusma
0,0.1285076530612245,insankonusma
0,0.1794493726908867,insankonusma
0,0.16485677083333333,insankonusma
0,0.188164433346519,insankonusma
0,0.20429566187888198,insankonusma
0,0.16838957134046054,insankonusma
0,0.1903297061011905,insankonusma
0,0.16817131209061134,insankonusma
0,0.2532768470014451,insankonusma
0,0.16912576426630435,insankonusma
0,0.23924135358146068,insankonusma
0,0.1898923327575377,insankonusma
0,0.18904872028374234,insankonusma
0,0.18031460631127452,insankonusma
0,0.23207457636443662,insankonusma
0,0.15685340447154472,insankonusma
0,0.19483544360632185,insankonusma
0,0.2797119140625,insankonusma
0,0.16950783534356725,insankonusma
0,0.26897354487559244,insankonusma
0,0.15614955357142857,insankonusma
0,0.1971539552970852,insankonusma
0,0.1614276238207547,insankonusma
0,0.13404676649305555,insankonusma
0,0.18474241162909835,insankonusma
0,0.17387785734953703,insankonusma
0,0.1475318170362903,insankonusma
0,0.24046677809495193,insankonusma
0,0.13592434423575128,insankonusma
0,0.1200766849078341,insankonusma
0,0.13817123219936708,insankonusma
0,0.2308963572485207,insankonusma
0,0.1764018691588785,insankonusma
0,0.13348845938517914,insankonusma
0,0.1134828629032258,insankonusma
0,0.11785233492231638,insankonusma
0,0.13676723182624115,insankonusma
0,0.16855187724820145,insankonusma
0,0.11260345319634703,insankonusma
0,0.10993233112373738,insankonusma
