,0,Duygu
0,0.08996420704845814,ciglik
0,0.10216527478448276,ciglik
0,0.08693089978448276,ciglik
0,0.054117838541666664,ciglik
0,0.08099744073275862,ciglik
0,0.052891885080645164,ciglik
0,0.05112257281553398,ciglik
0,0.09786483616504854,ciglik
0,0.08082239836165049,ciglik
0,0.0981115671149789,ciglik
0,0.08579740242616034,ciglik
0,0.11988123951342282,ciglik
0,0.06307049186862244,ciglik
0,0.07456527217741936,ciglik
0,0.10551908827319588,ciglik
0,0.07395496587643678,ciglik
0,0.06471141870471014,ciglik
0,0.06471141870471014,ciglik
0,0.06267793299788135,ciglik
0,0.03525904605263158,ciglik
0,0.08312367584745763,ciglik
0,0.08756510416666667,ciglik
0,0.0958228920990566,ciglik
0,0.1640293961864407,ciglik
0,0.14056175875376506,ciglik
0,0.16451263427734375,ciglik
0,0.0655975341796875,ciglik
0,0.058837890625,ciglik
0,0.0796471281424581,ciglik
0,0.08553589589497042,ciglik
0,0.056491851806640625,ciglik
0,0.039112091064453125,ciglik
0,0.04734039306640625,ciglik
0,0.069140625,ciglik
0,0.047401470844972066,ciglik
0,0.06892839566929133,ciglik
0,0.05258058562992126,ciglik
0,0.04635596087598425,ciglik
0,0.029036762558411214,ciglik
0,0.05329816365979381,ciglik
0,0.03196781517094017,ciglik
0,0.04653269974226804,ciglik
0,0.058462814245810055,ciglik
0,0.0673404501997717,ciglik
0,0.038763115875912406,ciglik
0,0.049616295521653545,ciglik
0,0.07708307701771654,ciglik
0,0.028016578494094488,ciglik
0,0.04506028543307087,ciglik
0,0.061595775462962965,ciglik
0,0.0700102306547619,ciglik
0,0.045933040108267716,ciglik
0,0.04394074912383177,ciglik
0,0.10085949265813253,ciglik
0,0.054036458333333336,ciglik
0,0.08012426181102363,ciglik
0,0.043081430288461536,ciglik
0,0.04562717013888889,ciglik
0,0.05662810496794872,ciglik
0,0.09866465692934782,ciglik
0,0.0965138120514354,ciglik
0,0.11035459530279502,ciglik
0,0.07632363809121621,ciglik
0,0.08955578926282051,ciglik
0,0.16573880413385828,ciglik
0,0.05715135596264368,ciglik
0,0.06089484554597701,ciglik
0,0.062292340158045974,ciglik
0,0.08320999145507812,ciglik
0,0.07404183650362318,ciglik
