,0,Duygu
0,0.07669793429642166,cats
0,0.0496752976910058,cats
0,0.15577348456325302,cats
0,0.07707160649585922,cats
0,0.1415127840909091,cats
0,0.08321297268907563,cats
0,0.11050851004464286,cats
0,0.11223873015372984,cats
0,0.11879095262096774,cats
0,0.17215470679012346,cats
0,0.06893643465909091,cats
0,0.09009701737733646,cats
0,0.10230767196566731,cats
0,0.10062671047606925,cats
0,0.08208169621101365,cats
0,0.07183023301499034,cats
0,0.09738455137122416,cats
0,0.09176432291666667,cats
0,0.15064739358836207,cats
0,0.19694764935154527,cats
0,0.09313988639132553,cats
0,0.09352394386574074,cats
0,0.05293251811594203,cats
0,0.10792337856624758,cats
0,0.14802451097328245,cats
0,0.14759316066247583,cats
0,0.049344576322115384,cats
0,0.17002927698574338,cats
0,0.02437369279035433,cats
0,0.06674732881433823,cats
0,0.046192456317204304,cats
0,0.08920765918580376,cats
0,0.17512674534574468,cats
0,0.17917540015243902,cats
0,0.08132943467565598,cats
0,0.1081565366972477,cats
0,0.15819121570121952,cats
0,0.08698555119129835,cats
0,0.2522718641493056,cats
0,0.09170998549323017,cats
0,0.058893517602848104,cats
0,0.1106492949695122,cats
0,0.1961204544036926,cats
0,0.07069712377793295,cats
0,0.031095377604166665,cats
0,0.06556960434941521,cats
0,0.03965731534090909,cats
0,0.061110432942708334,cats
0,0.011216315670289856,cats
0,0.08928313078703703,cats
0,0.10054665050287356,cats
0,0.14620535714285715,cats
0,0.07455214125967118,cats
0,0.11452225882495165,cats
0,0.05148536571557971,cats
0,0.03816972540680473,cats
0,0.06818478327603143,cats
0,0.05263048537234043,cats
0,0.06783883826879271,cats
0,0.08076977682956778,cats
0,0.0819497040478615,cats
0,0.03202097039473684,cats
0,0.06590826779801325,cats
0,0.051290845114087304,cats
0,0.006266590250965251,cats
0,0.07155073808701658,cats
0,0.2069091796875,cats
0,0.01741159199089404,cats
0,0.08251103118955512,cats
0,0.0843760731456044,cats
0,0.11006887335526316,cats
0,0.09187553720530452,cats
0,0.09537428252551021,cats
0,0.11023530505952381,cats
0,0.071044921875,cats
0,0.12672230113636362,cats
0,0.030380040813840156,cats
0,0.06506701825435203,cats
0,0.06809303977272728,cats
0,0.04712755926724138,cats
0,0.08268869955708662,cats
0,0.03485213672630561,cats
0,0.08542182966634429,cats
0,0.14189009232954544,cats
0,0.06441556490384616,cats
0,0.07149302808544304,cats
0,0.11110276442307693,cats
0,0.083586761061412,cats
0,0.0873862880802708,cats
0,0.11104006739603482,cats
0,0.16090897757495165,cats
0,0.0556640625,cats
0,0.13743896484375,cats
0,0.034174020793036754,cats
0,0.127982421875,cats
0,0.09397855718085106,cats
0,0.1399072171179884,cats
0,0.04986418792311412,cats
0,0.10714847587180747,cats
0,0.07391049817639257,cats
0,0.0712922059415236,cats
0,0.0754733615451389,cats
0,0.080100791827853,cats
0,0.13162815824468085,cats
0,0.11511349445662768,cats
0,0.05519750362669246,cats
0,0.09598911830357143,cats
0,0.03989679350269784,cats
0,0.12181146460843373,cats
0,0.16363896322513813,cats
0,0.15247691761363635,cats
0,0.04300463914410058,cats
0,0.13612473178917253,cats
0,0.13185104871856868,cats
0,0.09435255984042554,cats
0,0.11566986908783784,cats
0,0.10302111037234042,cats
0,0.08727361505681819,cats
0,0.14908203125,cats
0,0.09065692244922631,cats
0,0.07412955930727554,cats
0,0.18320486442430026,cats
0,0.12904130651595744,cats
0,0.19187233664772727,cats
0,0.08018085083674864,cats
0,0.07955522679570895,cats
0,0.09150787294487428,cats
0,0.09799734599282296,cats
0,0.16340748856707318,cats
0,0.16244362761534334,cats
0,0.05011402747319688,cats
0,0.19110970846036585,cats
0,0.16420522836538462,cats
0,0.18021744016617064,cats
0,0.05461760490171371,cats
0,0.08341298204787234,cats
0,0.12395530523255814,cats
0,0.15540268841911764,cats
0,0.07436041767408123,cats
0,0.10483674463937621,cats
0,0.11482218952922078,cats
0,0.12761173691860464,cats
0,0.16972893197573657,cats
0,0.04828805634469697,cats
0,0.02341424851190476,cats
0,0.02276611328125,cats
0,0.11749977289244186,cats
0,0.19233534071180555,cats
0,0.05898780153508772,cats
0,0.0691517695236944,cats
0,0.03739580770177165,cats
0,0.077544392665692,cats
0,0.0787808287377451,cats
0,0.08988530585106383,cats
0,0.20480047487745098,cats
0,0.08530849552707931,cats
0,0.07469405983159393,cats
0,0.0977895041423002,cats
0,0.16778094951923078,cats
0,0.11080301015473888,cats
0,0.14130261479591838,cats
0,0.08615377931576403,cats
0,0.11809700646760155,cats
0,0.09964186145413306,cats
