,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,Duygu
0,-273.31912,124.51582,-42.301212,61.784035,-16.230396,41.39082,-13.816267,20.597937,-3.2715454,11.048037,7.0575695,-3.6762319,6.633487,-8.980494,12.618555,-5.5197377,8.346714,-5.0048857,5.0811954,-0.37136894,0.65338594,2.1368353,-3.6496596,6.193373,-4.211031,6.463951,-3.4482024,4.002786,-0.5650046,2.7030551,1.7302487,-1.2143897,3.4598265,-2.1503863,4.143867,-2.2170339,2.4719577,-2.1374853,1.4949653,-0.80005896,cats
0,-370.4665,118.29724,12.055739,15.983206,16.898142,-1.1280435,-7.200597,-2.8617578,-13.110901,-12.339884,-1.6539301,-9.342198,-11.906274,-7.0987177,-9.608955,-9.242673,-5.124139,-6.686597,-7.8515434,-8.323053,-6.0847087,-5.6790123,-7.1935925,-3.5662754,-5.7420273,-6.415044,-3.8847108,-6.117122,-5.4368343,-3.729037,-2.8107347,-1.8631327,-2.9227448,-0.90124464,-0.18998863,-1.8406543,-1.1724032,-3.6828263,-2.7301085,-0.0898526,cats
0,-261.01425,68.59294,-68.434715,57.70945,-30.124811,17.513027,3.3632905,11.57177,20.188723,26.53432,28.560873,8.683685,6.4038806,-19.294655,-3.0212815,7.6224446,13.05922,1.3934094,3.1641202,21.346397,8.620008,-4.4706235,-1.3617405,5.988468,-2.4767227,1.3971813,10.42639,8.876681,0.71181256,6.0535975,5.9762692,-4.8341966,-0.05692239,1.5335941,-1.2118752,1.85835,4.1261563,-0.45445117,1.1218019,-2.3978932,cats
0,-316.0102,130.9508,-19.625652,37.887035,-7.2025294,14.09485,-9.078204,3.2507389,-1.6972313,-0.23110877,3.2317522,-3.216666,1.5898417,-9.186467,-0.08610993,-5.722125,-0.044562772,-5.097544,-2.0492191,-0.26275223,-4.298661,-0.9035585,-3.1079724,2.539897,-3.4066195,2.031603,1.77767,0.5930242,0.880294,0.8544332,-0.23297243,-3.476567,1.6896361,-2.0078118,0.45312965,-0.20610194,-0.86539036,-0.20724346,-1.0314628,-1.7098897,cats
0,-217.02348,89.00782,-41.17256,74.66258,-14.939281,32.06115,-14.686216,30.69514,-4.9981356,-4.5579824,8.213158,3.32726,28.405458,10.376047,27.600664,7.678345,-13.009889,-16.631609,24.28386,2.176965,-15.6968155,1.8808802,-4.1421847,5.460869,6.5976505,14.204001,-0.65171427,8.580262,1.4947827,-9.275571,-1.9316651,-0.16405949,-2.683624,-4.8701615,3.7258587,-4.6464252,4.938212,5.2565064,0.56893647,1.0252514,cats
0,-297.32498,155.06842,-32.694813,50.443317,-40.50988,42.036167,-24.021818,19.510347,-10.98867,9.666483,4.7383785,-0.08649,12.809591,-10.336919,11.818056,-12.261502,8.626073,-8.841339,2.1766367,-3.3973536,-2.1486452,-1.1423595,-6.8896546,2.6795409,-8.431405,4.0696607,-7.4067254,3.60047,-3.3418853,-0.73903215,-2.9281323,-1.9198261,1.8052629,-4.783591,3.0430853,-3.9489603,2.5993347,-3.8147206,2.3552818,-1.0422243,cats
0,-194.15608,96.25028,-44.438076,41.62685,-21.592197,19.3491,-0.28807047,0.60559464,-5.8012137,-5.3035316,10.850779,4.363003,27.802235,1.956935,-15.019846,-15.748176,-13.176622,4.2476873,1.6549752,-18.195438,-8.473703,15.105645,15.664854,4.665463,-3.86443,5.8319006,-7.1123505,-15.468404,-0.31936005,2.3253796,-4.550324,-9.946727,1.2737463,7.912806,4.241102,2.642048,-0.061627448,-5.0981507,-3.8119235,0.47618094,cats
0,-260.6389,90.66974,-41.66964,0.67474085,-28.410786,1.0206534,-18.48916,-11.60791,-4.778861,-7.1622815,-8.624867,-12.645851,-3.5641086,-12.35879,-3.8252864,-5.3128295,-3.4395647,-2.4511776,-2.4120984,1.5701107,-1.1984351,-3.126469,-2.859693,1.7668725,-1.344593,-0.7260854,-5.251401,-4.1885066,-0.95436424,-1.7542794,-2.6513643,-5.4054446,-2.903369,-3.3649135,2.494968,3.2330635,3.6950135,4.9079695,1.7428206,-0.35139275,cats
0,-218.62991,183.3276,-61.184177,-13.354355,32.12661,-3.1335163,-20.368528,9.512407,5.251945,-13.5617895,-2.9231906,-0.12802713,-1.4698421,-6.658534,-5.1156187,-0.5756814,-2.9585705,-4.3954287,-6.216851,-3.3303616,-2.316437,-5.098156,-1.9924278,0.8808327,-1.7567157,-2.843707,-2.8188822,-2.0237033,-1.4909707,-2.8881793,-2.3125038,-0.13139217,0.29642564,-2.140156,-1.4970526,-0.8242871,-0.61411387,0.5929632,-0.6965699,-0.06866929,cats
0,-289.78433,19.932924,-87.98626,26.22178,-32.78115,15.979036,-28.917574,9.893177,6.3863883,4.214935,0.07474011,-3.4339359,2.9119325,-17.241531,5.8619633,-9.826478,7.310464,11.654932,17.640863,17.503517,5.3077016,-0.07701552,-7.670693,2.1327739,-2.32189,0.7157294,-7.5887127,-4.49057,-3.4871986,-1.873223,-1.7247748,-6.0503473,-1.0295688,-0.27336004,4.653145,-1.2351521,0.031955596,0.86428493,2.366339,-1.1841552,cats
0,-356.58865,76.13275,-5.358262,-4.010377,-16.311956,-3.74797,-5.675369,-29.180645,-19.022388,-10.830218,-9.634766,-1.8687028,-7.867813,-8.13323,1.4521219,5.512445,11.203423,14.771489,13.199371,4.228614,-9.806167,-14.650239,-7.6177607,-2.339901,-4.9594755,-9.645371,-10.726744,-8.890949,-7.0002074,-4.4922156,-7.032841,-6.371024,3.1384933,5.714271,1.8385652,1.5684506,2.6264384,2.104668,-2.00172,-5.776641,cats
0,-332.89297,89.67001,57.64447,21.382065,-39.88327,12.75407,-7.3690734,4.2115617,-13.110276,-5.8177567,-0.37254405,-3.3692322,13.683494,-5.2835975,5.5591784,8.535848,7.0612206,5.7217407,2.5802264,-7.357601,2.1101978,4.7415733,-3.552537,4.266809,-7.8586392,-1.8074617,0.90556294,-3.1800184,-2.084295,0.3340485,3.0044022,3.806228,1.2808578,-3.2341397,1.1594094,-3.420726,1.1688699,1.1096604,-0.5768965,0.20799883,cats
0,-283.51312,110.42778,-46.49463,8.091956,-31.841408,5.1328683,-21.695278,-8.383385,-6.3380165,-6.32802,-7.003706,-13.943419,-4.845384,-13.666163,-2.0679014,-4.145746,4.4530025,0.031732585,1.8833696,4.3572006,-2.662746,-6.1536922,-10.545158,-2.3647852,-3.7911413,-0.35726944,-6.600553,-4.226076,-0.1479423,-2.4468927,-3.8346264,-5.6532264,-0.7839815,-1.1997547,3.3023202,2.1658704,5.1523666,4.1060367,0.8542517,-0.4436412,cats
0,-280.03094,109.93842,-48.041943,5.455309,-34.924095,6.428155,-21.479692,-9.509962,-6.877505,-5.5386868,-6.5463524,-13.659314,-4.866991,-14.709802,-3.6117399,-7.1061215,1.3116525,-0.59979695,4.5446258,8.665427,1.4333538,-5.7673244,-11.163086,-2.2382267,-3.23521,0.899026,-6.852177,-4.9889245,-0.65735835,-0.6449262,-3.4493756,-8.109001,-3.5555534,-3.5275064,4.383996,4.347123,7.939455,8.008065,4.327673,0.5486378,cats
