,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,Duygu
0,3.4125466,2.3031974,1.7582603,0.94104844,0.68308926,1.0233152,1.5116978,1.3543422,1.2446692,0.8564662,0.85911715,0.541145,0.37650687,0.2506991,0.2946211,0.15178272,0.16662768,0.10693094,0.050553888,0.07182915,0.08668364,0.06370154,0.11988804,0.19017966,0.064880766,0.057696152,0.074710555,0.10364469,0.13097937,0.14425987,0.26828817,0.35012668,0.24081594,0.17920992,0.29522204,0.25563106,0.076685786,0.065817416,0.0684258,0.09825669,0.12957917,0.096076354,0.07280448,0.07652074,0.114120916,0.18910937,0.17375709,0.16783687,0.23932327,0.25837663,0.13669169,0.17400056,0.19290306,0.3943967,0.4412287,0.6768468,0.550112,0.35919446,0.3131695,0.40424383,0.69139665,0.37037084,0.21707162,0.1695289,0.15449208,0.20379831,0.2694666,0.18427743,0.1164168,0.13916212,0.21647365,0.33560374,0.3439834,0.23901121,0.30180985,0.64554185,1.0570941,0.54897004,0.3905666,0.3097474,0.230888,0.16988602,0.13681486,0.1315214,0.106951274,0.06571233,0.06833711,0.06855624,0.049841534,0.05900923,0.07939723,0.045013785,0.060931887,0.06201768,0.027580608,0.04984474,0.023731817,0.011733313,0.013559156,0.013371468,0.019809337,0.018378105,0.023507949,0.01319395,0.012974657,0.0059412974,0.00423057,0.002154931,0.0014154522,0.0016271381,0.0016153578,0.0012925362,0.0011056304,0.0007282137,0.00020816019,1.2613954e-05,5.20997e-07,4.4500482e-07,4.167305e-07,3.9025406e-07,3.661137e-07,3.4553497e-07,3.277613e-07,3.128352e-07,3.0087648e-07,2.9148183e-07,2.8487017e-07,2.80697e-07,cats
0,8.466628,4.4052835,1.1062742,0.3517695,0.69462365,0.73391056,0.74473345,0.31160125,0.4085585,0.5371784,0.35059226,0.20031102,0.26841354,0.33185253,0.31635687,0.27436492,0.40948534,0.33844045,0.22403227,0.09331176,0.07189437,0.05854072,0.055011224,0.03974902,0.04459984,0.029998994,0.012425985,0.03192672,0.041091528,0.021633059,0.012947647,0.0138688795,0.0208296,0.016454212,0.013018109,0.028234381,0.06048123,0.019657396,0.015669448,0.011503768,0.009608463,0.004994368,0.006670774,0.011607741,0.0053756298,0.00659836,0.0075711133,0.0057699224,0.0052815396,0.008781913,0.0049713347,0.014767525,0.007743319,0.004282078,0.0050944234,0.0028964425,0.0045176283,0.0030503527,0.0033108683,0.0033999167,0.0026779645,0.0030798048,0.002913279,0.0027644758,0.0022849115,0.0024844978,0.0027356464,0.0020570452,0.0024833132,0.0017430378,0.0018935852,0.0022200216,0.0019686096,0.0021937573,0.0021005578,0.0021713933,0.0023739836,0.0023001537,0.0018759264,0.001381035,0.0011103074,0.0009459267,0.0009570426,0.0008641228,0.00080657203,0.00073572714,0.00068799575,0.00069417525,0.00060419785,0.0006013747,0.0005753428,0.0005688386,0.0004882141,0.00048302644,0.00044850557,0.00041750702,0.00040549075,0.00041455854,0.0008648662,0.00069848413,0.00033518096,0.00028230494,0.00032272094,0.00029516264,0.00027433241,0.00028992168,0.0002994343,0.00028980864,0.0002541904,0.00021754351,0.00018914652,0.00016948303,0.00020026037,0.00031187688,2.770737e-05,1.1627665e-06,9.7522115e-09,3.2638263e-09,2.7087248e-09,2.3549636e-09,2.1032127e-09,1.9186868e-09,1.7767566e-09,1.6669042e-09,1.5836532e-09,1.5210084e-09,1.4780167e-09,1.4515695e-09,cats
0,10.832393,0.83357954,0.089069255,0.103675425,0.09105316,0.015415815,0.011693579,0.0040128175,0.013686104,0.014494656,0.008745757,0.008847498,0.0027373508,0.0018872566,0.00390773,0.0036962826,0.0029730005,0.0034110923,0.0025608742,0.008333985,0.041623883,0.043811176,0.028657993,0.032963138,0.21710557,2.0392284,5.253235,54.4546,64.94865,59.08096,8.421134,0.43278402,0.2369049,0.13368681,0.06382909,0.04119865,0.026689475,0.025103299,0.023357889,0.021557547,0.12632339,0.35866585,0.2605328,0.18439671,0.22847545,0.18311529,0.25349206,0.59372383,1.5747986,3.9727886,3.301833,4.6273327,8.912245,3.2889044,1.102974,0.6607426,0.37822628,0.17633091,0.081213586,0.060258325,0.07406242,0.06273914,0.15764832,0.2532551,0.79952073,2.2010205,5.994049,71.23795,72.330154,31.647438,22.7641,0.36092284,0.044227336,0.023515059,0.035193726,0.28740185,0.91374516,1.5444089,12.502791,9.159738,18.807928,6.7263627,0.5588527,0.69172317,1.3672218,1.4060656,5.685242,2.8321702,2.2516403,2.9856162,0.56953335,0.8075701,1.4046665,4.698984,2.8468897,2.0270686,1.813378,0.062390584,0.11660805,0.13049185,0.053501915,0.18200035,0.107932076,0.01994659,0.072377704,0.039408788,0.041182555,0.025026968,0.008297443,0.014764111,0.0028084803,0.005289043,0.0007550561,0.0006311377,8.103489e-05,1.1010542e-05,3.2729693e-07,1.6556297e-07,1.4942918e-07,1.3683747e-07,1.265543e-07,1.1833842e-07,1.11577826e-07,1.0608235e-07,1.0177922e-07,9.84523e-08,9.6136745e-08,9.468492e-08,cats
0,0.04735324,0.35323092,0.80492264,1.071061,3.2140622,3.0188217,2.5497317,4.505213,3.0893068,2.1093075,2.2517076,3.9524894,3.3948014,2.5193856,1.0645,0.38359877,0.50828683,1.0133111,1.0043697,0.78926146,0.59119487,0.91773593,1.1443216,0.82132167,0.51116276,0.5165804,0.34788704,0.40618148,0.5248898,0.51142055,0.39132628,0.3701193,0.3982609,0.28646252,0.2697198,0.19052465,0.111196674,0.088318616,0.15591806,0.22210027,0.17784478,0.15859579,0.085452355,0.26878425,0.8994779,1.7358928,0.77318496,0.7738258,0.1766825,0.118549176,0.18241645,0.26708803,0.68565935,0.4218283,1.1376659,2.282959,1.5862713,0.33005026,0.12114965,0.1463534,0.37327933,0.13724045,0.324059,0.20800762,0.1048715,0.12385864,0.22100979,0.13106713,0.16466534,0.18986815,0.1451507,0.10680523,0.072439425,0.10835304,0.030296227,0.014854668,0.018629728,0.022864934,0.024062352,0.03407076,0.041444562,0.05758016,0.040147472,0.01533876,0.010451894,0.008005711,0.013919219,0.035283636,0.015238294,0.019788327,0.024116784,0.0105266785,0.00939851,0.008606016,0.0070302393,0.012135406,0.011457387,0.007113113,0.008395297,0.005441038,0.0043382877,0.0047221296,0.003403316,0.0023203753,0.0017129406,0.0013558624,0.0009253702,0.0013445748,0.0018116765,0.0012722837,0.0008647073,0.00070202106,0.0006153115,0.0005933155,0.00014923513,3.2908129e-06,5.1951954e-08,2.1675167e-08,1.8057944e-08,1.5630501e-08,1.3858521e-08,1.2542566e-08,1.1526152e-08,1.07392655e-08,1.0142768e-08,9.695524e-09,9.3886285e-09,9.20076e-09,cats
0,35.021137,12.460832,5.574405,3.1000602,1.3644078,0.65399075,0.31422877,0.43491355,0.3549095,0.16942023,0.08982272,0.08822789,0.095345974,0.21016474,0.3438068,0.5729954,0.7229957,2.1449778,26.95995,44.162605,47.2946,49.472134,1.9941767,0.08197048,0.062057264,0.031140015,0.046231166,0.15702164,0.168177,0.077621944,0.12156397,0.07475956,0.037389677,0.058904894,0.0658767,0.38704032,2.0830529,10.975825,30.025808,22.289133,20.088026,31.873856,71.68307,10.517438,0.05056105,0.02499929,0.022213927,0.021830397,0.016177895,0.015621309,0.022513408,0.18238379,1.8201977,15.217879,15.777334,13.671321,15.833393,40.270103,9.591489,0.04995218,0.024906283,0.028690428,0.09662083,0.23247965,0.8506704,3.6849246,8.856207,14.641363,70.66819,14.460951,1.0394925,1.6586387,1.4171207,1.1740632,0.95742613,2.1463966,6.418325,4.479144,0.039289396,0.4484004,0.413496,1.1119889,9.485195,14.049676,5.0657926,0.19195354,0.30084607,0.9467649,3.9602883,5.6526446,0.937579,0.030330483,0.1135774,0.4706834,0.99485135,0.25432128,0.104170464,0.9465145,2.9646962,2.931186,0.25021505,0.47122964,0.82196563,0.50972307,0.15599859,0.6355957,0.7588908,0.26645014,0.41429463,0.26011235,0.077305466,0.13205685,0.027772887,0.010881213,0.007930753,0.000297424,5.67368e-06,4.352388e-06,3.8241214e-06,3.4701445e-06,3.2091402e-06,3.0153067e-06,2.8639772e-06,2.7456363e-06,2.6559285e-06,2.587878e-06,2.5415404e-06,2.5124984e-06,cats
0,0.17279029,0.239376,1.2286353,0.8752437,0.5449865,0.81878114,0.82470304,0.27867007,0.18189026,0.14655192,0.11158157,0.20714536,0.15566826,0.08681704,0.12188174,0.2167358,0.1789221,0.13147756,0.14709637,0.26190463,0.250745,0.18709913,0.23075657,0.14241439,0.19591883,0.17916596,0.1126971,0.085705586,0.13714968,0.119304255,0.068727426,0.05603518,0.06365935,0.04149569,0.035563175,0.040395174,0.04046173,0.053701635,0.053951114,0.06625373,0.054757662,0.06955672,0.12370067,0.114496715,0.040469646,0.031522803,0.035089504,0.037926,0.027707385,0.018114515,0.03102719,0.040721275,0.035195112,0.071567416,0.08010975,0.12278799,0.09658044,0.21153992,0.26399252,0.06296134,0.0062498082,0.006334565,0.005937647,0.0137685165,0.06864595,0.15160319,0.059742156,0.0060783722,0.011048472,0.010441576,0.0026869066,0.0019431064,0.0035092556,0.004871174,0.004932935,0.002156808,0.0024223942,0.0034346082,0.0020815271,0.0023494342,0.0028425588,0.0028364914,0.0018971809,0.0015500238,0.0014134469,0.0015232086,0.0025104876,0.0030667144,0.0019100878,0.004060819,0.006327559,0.0053036334,0.0069941888,0.0022206807,0.0024595894,0.0015633444,0.0011114565,0.001015534,0.0008927524,0.0008651756,0.0007127193,0.0007222849,0.00083430624,0.0008468234,0.00090026855,0.0008126305,0.0009783225,0.00085964415,0.00071403495,0.0007518666,0.0007655317,0.00060963345,0.00048392077,0.00033226525,9.360664e-05,5.7739067e-06,3.573646e-08,2.1444647e-12,2.7631096e-15,1.988741e-15,1.8773435e-15,1.7756786e-15,1.921279e-15,1.84717e-15,1.788682e-15,1.7332217e-15,1.6956368e-15,1.6350741e-15,cats
0,0.32737032,0.44586572,0.22053884,0.42897758,0.8254399,1.1961356,1.3279858,1.2161592,0.48005322,0.41672632,0.2720916,0.2868783,0.21086681,0.081328474,0.07019203,0.069356844,0.061575413,0.039126225,0.052410442,0.16039781,1.8805739,15.882682,44.06274,46.770805,36.987392,4.271978,0.8467752,0.124291696,0.14018814,0.12222882,0.12458652,0.34023017,0.40434912,0.6446125,0.44296074,0.7597648,0.43747348,0.20455997,0.5208301,0.33583754,0.20277594,0.47348842,4.0251346,163.62193,711.8857,230.89355,28.945295,14.680779,2.20004,0.2371144,0.08580589,0.04026888,0.040606704,0.13222326,0.08804851,0.08928365,0.18111041,0.28468263,0.515345,30.482367,164.06822,63.25837,46.75202,3.8954108,0.50804037,0.07190128,0.118593805,0.9401673,1.4413902,1.8608148,3.7304213,11.5093975,34.71139,48.11025,2.53537,0.3152328,0.5194898,0.19099747,0.52932096,1.0599624,1.7391727,9.081172,3.2694283,3.4741063,2.0271404,4.8730063,5.2745743,1.4213115,2.8569796,0.29745927,0.5498331,0.8067669,0.58940566,0.22525184,0.24890423,0.05680277,0.23166516,0.28144464,0.20783958,0.54983085,0.5830545,1.2307156,0.28205687,0.30055043,0.12466725,0.025419278,0.1533115,0.5121366,0.101387195,0.067863286,0.07135837,0.06187352,0.01058782,0.0059335306,0.0022581017,4.695121e-05,2.2559698e-07,6.424966e-08,5.6917486e-08,5.1782962e-08,4.7870003e-08,4.4889326e-08,4.2518867e-08,4.0639637e-08,3.9197232e-08,3.809594e-08,3.7339436e-08,3.686601e-08,cats
0,0.0013506523,0.00033199566,0.0020894085,0.018141638,0.02894335,0.033293862,0.03548734,0.028963855,0.034666438,0.25140783,1.6542577,1.9228176,0.57734936,6.3472033,7.9749775,1.0923998,1.1727675,0.61560684,0.10304723,0.19857721,1.3770139,2.5962899,2.8276114,8.6659355,8.372483,1.0503395,9.009161,20.059093,26.35929,8.542883,6.4785886,11.004824,37.665306,41.13486,35.835564,65.09299,9.606942,0.18016987,0.07100961,0.081542686,0.3289483,1.1195236,1.7148144,0.73370785,1.7412916,6.442803,3.3553944,2.7366033,0.80777544,0.06815643,0.113058545,0.8845596,2.9714873,2.2371812,0.72223073,3.0158398,2.9734185,3.3263676,6.8169913,2.1683834,0.5397976,0.8422425,0.23056641,0.5862789,0.73710483,0.731192,0.8992134,0.67976266,0.3165615,0.3505394,0.1850399,0.014611926,0.025676375,0.049221374,0.046003956,0.007065772,0.0054866793,0.0059567867,0.008783118,0.018186338,0.012389921,0.007843914,0.0062805563,0.0070792804,0.017709816,0.01283801,0.0071664015,0.018051801,0.041986275,0.06316589,0.020503124,0.07368586,0.07824253,0.030364871,0.015862504,0.011990838,0.0066526765,0.005369192,0.0047159432,0.006854757,0.0034924995,0.0028388596,0.00706428,0.011115358,0.007409717,0.009894159,0.008388891,0.0024437725,0.0052852305,0.005517303,0.0046755974,0.0031946518,0.0013457654,0.0019974636,0.00013101462,6.479446e-06,7.3172373e-07,5.516844e-07,4.628385e-07,4.0292318e-07,3.5891296e-07,3.2605863e-07,3.0055287e-07,2.807229e-07,2.6564152e-07,2.5429975e-07,2.4650504e-07,2.4172382e-07,cats
0,0.044124622,0.21141113,0.4757959,0.6058376,1.1846061,1.3660421,1.4676578,1.4103819,1.2497175,1.1665075,0.8845862,0.78785354,0.7497618,0.73041457,0.6310169,0.7260654,0.50435585,0.41905415,0.45271924,0.58024883,0.7248634,0.6520982,0.6525148,0.5339263,0.5266316,0.5222479,0.44696903,0.40416008,0.3580683,0.34957772,0.39802998,0.48878205,0.5195107,0.50051826,0.5435613,0.5053785,0.38708913,0.4886541,0.31055105,0.32254922,0.54631346,0.75698054,0.41811493,0.34837785,0.5159941,0.4715935,0.6150616,0.72912174,0.87849987,1.1631316,0.73090357,0.58027303,0.89175516,0.93869835,0.76778525,1.2155366,0.9101177,0.82872134,0.9501136,1.2479227,1.6859473,3.4858556,5.403944,15.3324585,50.214127,53.485706,26.357265,18.13647,2.788192,1.5721064,2.8618176,1.2769908,0.25826144,0.25314334,0.07871204,0.111191586,0.15879826,0.075837135,0.03437597,0.013097312,0.0074574673,0.0041544526,0.0020506193,0.0007754868,0.000454441,0.0003288529,0.00026915738,0.00022129348,0.00017618554,0.00023431962,0.00021322773,0.00012442656,0.00010713083,9.823542e-05,9.2262955e-05,9.434805e-05,9.0170965e-05,9.15083e-05,9.291382e-05,9.373764e-05,0.000102377555,9.981581e-05,0.00010098697,9.416665e-05,9.1973016e-05,9.4065654e-05,5.6639623e-05,5.2332955e-05,5.0429568e-05,4.591028e-05,4.277705e-05,3.7364247e-05,3.3322038e-05,1.8561253e-05,4.2380084e-06,2.1624788e-07,2.5565194e-09,1.310266e-09,1.1822691e-09,1.1097071e-09,1.0614104e-09,1.0287542e-09,1.0043071e-09,9.852746e-10,9.714427e-10,9.60795e-10,9.539104e-10,9.492502e-10,cats
0,0.005934461,0.12892264,0.17922878,0.03654211,0.025757119,0.014146826,0.00909951,0.020891279,0.030661687,0.044492975,0.03424161,0.053629387,0.10444336,0.27600557,0.4145572,0.38768524,0.12206562,0.042908486,0.04600751,0.053722456,0.086529456,0.14303914,0.30682212,0.6087988,0.99793583,0.8612941,1.243952,3.8945322,4.1894503,3.2813575,1.6008334,1.2238846,0.682447,0.49149096,0.56736034,0.762717,1.10637,1.0422114,0.86724705,0.86697066,0.81567985,1.2150624,1.4199225,1.1187029,0.94825584,0.39390564,0.3869895,0.32129315,0.69408214,0.8142531,0.62324595,1.1496868,6.725122,13.899401,13.766004,9.6783495,7.8750463,8.205569,7.2078075,9.328825,37.421417,27.138397,4.881305,5.625698,6.325492,8.114494,7.1051264,13.149335,7.4746976,10.160864,6.0558915,2.9906533,3.0815055,2.309822,1.8635951,2.8425057,1.5876273,1.1119684,1.1779634,0.6976119,0.8335743,0.68526477,1.0456562,1.9005558,1.6336529,0.94192386,2.4316905,4.376474,1.1222886,1.2401532,1.4972678,1.1351203,1.4749511,1.4727614,0.6185209,0.52718836,0.380204,0.2443494,0.27467528,0.2838476,0.181236,0.19920579,0.1932051,0.13660857,0.18739767,0.17837816,0.20749609,0.16703132,0.16294193,0.16305427,0.11921397,0.08902638,0.032525446,0.015840458,0.0016455583,0.00012130726,2.802194e-07,2.336954e-10,2.543913e-10,2.777004e-10,2.903583e-10,2.9700598e-10,2.9958233e-10,2.9986036e-10,2.9912622e-10,2.97826e-10,2.9672242e-10,2.9577465e-10,cats
0,0.000102595935,0.00018116063,0.001661136,0.0036200327,0.012705589,0.017183967,0.00549219,0.0027397536,0.0052527566,0.00863536,0.015490114,0.10765468,6.773507,85.13935,297.91168,252.3159,153.8707,90.13822,8.125424,1.419269,0.30111265,0.110602096,0.1709507,0.064608864,0.029661175,0.5592397,1.5772319,2.2479534,3.814519,3.9754443,3.8338284,5.9895444,15.756923,12.506044,2.373912,0.61081433,0.010014976,0.0067459736,0.016695652,0.23091634,0.6064359,1.8906312,3.061965,4.1559706,8.459833,4.8152375,20.642727,15.563364,1.287856,0.20578024,0.17067896,1.1089844,1.3359522,2.1440866,17.161833,11.398085,1.5575864,0.61310256,0.11060731,0.007954742,0.007987283,0.031631198,0.9490201,3.7922285,0.61389023,0.06650365,0.062280476,0.07462005,0.04732469,0.20568271,0.14877339,0.11487227,0.025209129,0.0025224292,0.0073292223,0.020440213,0.0444039,0.028542437,0.02581779,0.030634101,0.17093071,0.1357973,0.018567277,0.028722633,0.111507624,0.41199976,0.13339855,0.040618807,0.029946553,0.084198095,0.048338916,0.017091375,0.036257505,0.10740509,0.07742238,0.07217385,0.108582295,0.034910094,0.017503625,0.020677153,0.005320505,0.0016431158,0.0013813655,0.0002653161,0.0001558206,0.00012999344,2.7745164e-05,0.000108378204,0.0001109442,5.483817e-05,1.888811e-05,3.636717e-05,0.00017151382,0.00023387135,9.8407814e-05,5.471734e-06,1.3139775e-06,1.0897429e-06,9.845946e-07,9.121636e-07,8.5740135e-07,8.1623114e-07,7.8354606e-07,7.576524e-07,7.379139e-07,7.227767e-07,7.124851e-07,7.059389e-07,cats
0,2.2645898,1.8425345,1.8795146,2.7545097,2.458383,1.1659725,1.0629371,1.2108887,0.9292077,1.3837135,3.481235,8.01842,14.7015505,14.760828,16.01137,62.52373,272.7191,213.36354,5.9589853,2.7577527,2.50809,2.2734911,2.4977078,2.843549,2.686471,2.6793766,1.7387494,1.2696999,1.1677228,1.2744101,2.516215,2.9420724,5.923369,33.195812,46.74235,7.6319084,0.8706951,0.46795475,0.27210167,0.16924694,0.15613477,0.20231275,0.1697134,0.14173134,0.20188569,0.21028191,0.22392687,0.24957143,0.37189516,0.2690522,0.078550585,0.031498395,0.013872072,0.002761495,0.0016961017,0.009753518,0.02084735,0.070427336,0.31427252,1.2274783,0.69543886,0.050076265,0.02051527,0.005083949,0.0030807133,0.0047725006,0.015292909,0.062659115,0.09988329,0.029902939,0.019818386,0.026766632,0.027867684,0.03525211,0.06321104,0.12771548,0.042807642,0.0065056486,0.007905995,0.0062456923,0.0069827684,0.025243301,0.034167998,0.027650602,0.01783996,0.021934804,0.021799633,0.017746892,0.008853059,0.007548363,0.007186501,0.006601098,0.00204793,0.0019421396,0.0029688687,0.004394318,0.0041669332,0.0072525796,0.011470274,0.00842132,0.0073866174,0.014641094,0.010458674,0.0064759008,0.010926936,0.009679715,0.010268438,0.021362357,0.007296051,0.004580572,0.0038724525,0.0032617822,0.0034267032,0.0019305985,0.00047924873,5.4739623e-05,1.5286568e-07,2.0730845e-08,1.7451885e-08,1.5263687e-08,1.3657292e-08,1.2456067e-08,1.1520165e-08,1.0789751e-08,1.0232845e-08,9.812865e-09,9.523818e-09,9.346058e-09,cats
